date,name,item,amount,category
2025-02-21,Heidi,Lyft,33.02,Transport
2025-03-06,Bob,Steam,15.44,Entertainment
2025-01-30,Judy,Utility Bill,2037.27,Housing
2025-02-20,Heidi,Uber,125.04,Transport
2025-02-05,David,Concert Ticket,68.82,Entertainment
2025-01-09,Alice,Monthly Rent,1919.36,Housing
2025-01-16,Eve,Newegg,610.69,Electronics
2025-01-25,Judy,Uber,18.14,Transport
2025-03-07,Frank,Newegg,471.22,Electronics
2025-03-14,Alice,Utility Bill,1495.18,Housing
2025-01-27,Grace,Best Buy,1285.05,Electronics
2025-01-25,Judy,Monthly Rent,1827.37,Housing
2025-03-12,Judy,Uber,23.3,Transport
2025-01-21,Heidi,Parking,44.51,Transport
2025-03-03,Ivan,Home Depot,1632.47,Housing
2025-02-24,Eve,Lyft,8.03,Transport
2025-03-26,Judy,Spotify,25.72,Entertainment
2025-03-11,Eve,Utility Bill,1748.18,Housing
2025-03-02,Heidi,Pharmacy,139.64,Health
2025-03-18,Eve,Newegg,358.27,Electronics
2025-02-09,David,Concert Ticket,116.96,Entertainment
2025-03-31,Judy,Concert Ticket,50.78,Entertainment
2025-03-31,Ivan,Doctor Visit,126.55,Health
2025-01-21,Ivan,Apple Store,966.51,Electronics
2025-02-20,David,Parking,38.68,Transport
2025-03-04,David,Internet,1873.08,Housing
2025-01-05,Grace,Doctor Visit,31.3,Health
2025-03-17,Ivan,Doctor Visit,9.27,Health
2025-01-24,Charlie,Movie Theater,56.55,Entertainment
2025-03-10,Grace,Doctor Visit,111.09,Health
2025-01-22,Eve,Pharmacy,128.39,Health
2025-01-31,Frank,Doctor Visit,7.12,Health
2025-01-03,Heidi,Doctor Visit,115.76,Health
2025-02-23,Eve,Pharmacy,29.96,Health
2025-03-15,Alice,Netflix,149.37,Entertainment
2025-01-07,David,Whole Foods,103.07,Food
2025-03-07,Eve,Pharmacy,83.79,Health
2025-01-03,Bob,Gas Station,12.33,Transport
2025-01-22,Charlie,Newegg,401.03,Electronics
2025-03-04,David,Doctor Visit,17.16,Health
2025-03-04,Ivan,Doctor Visit,75.26,Health
2025-03-31,Alice,Lyft,112.27,Transport
2025-01-08,Ivan,Amazon - Headphones,1047.23,Electronics
2025-01-27,Heidi,Newegg,262.03,Electronics
2025-02-18,Alice,Utility Bill,1667.44,Housing
2025-03-04,Frank,Netflix,94.02,Entertainment
2025-03-04,Frank,Train Ticket,39.46,Transport
2025-03-16,Grace,Whole Foods,9.12,Food
2025-01-04,Frank,Whole Foods,140.53,Food
2025-02-08,Grace,Pharmacy,117.84,Health
2025-02-12,Judy,Whole Foods,116.67,Food
2025-02-19,Grace,Newegg,120.17,Electronics
2025-03-01,Alice,McDonalds,87.98,Food
2025-03-05,Charlie,Sweetgreen,89.55,Food
2025-01-27,Alice,Utility Bill,2214.03,Housing
2025-03-07,Grace,Concert Ticket,97.28,Entertainment
2025-02-10,Frank,Parking,109.86,Transport
2025-02-18,Grace,Gym Membership,122.46,Health
2025-03-08,Frank,Chipotle,80.76,Food
2025-01-19,Grace,Internet,1823.11,Housing
2025-03-13,Charlie,Uber,18.2,Transport
2025-02-05,Bob,Gas Station,146.71,Transport
2025-01-05,David,Monthly Rent,2285.07,Housing
2025-02-15,Eve,Gas Station,20.67,Transport
2025-02-03,Ivan,Movie Theater,114.6,Entertainment
2025-01-25,Ivan,Utility Bill,1117.98,Housing
2025-01-13,Bob,Gym Membership,129.25,Health
2025-03-17,Charlie,Train Ticket,23.0,Transport
2025-01-08,Frank,Monthly Rent,1719.26,Housing
2025-03-17,Frank,Monthly Rent,681.02,Housing
2025-01-07,Judy,Newegg,1297.03,Electronics
2025-02-15,Ivan,Lyft,54.45,Transport
2025-01-02,David,Monthly Rent,605.69,Housing
2025-01-27,Bob,Doctor Visit,86.58,Health
2025-03-09,Charlie,Gas Station,109.01,Transport
2025-01-05,Ivan,Movie Theater,123.26,Entertainment
2025-03-30,Judy,Concert Ticket,57.88,Entertainment
2025-01-18,David,Best Buy,420.67,Electronics
2025-03-10,Charlie,Spotify,94.97,Entertainment
2025-01-23,Heidi,Chipotle,42.04,Food
2025-02-15,Bob,Steam,106.0,Entertainment
2025-01-18,Bob,Newegg,1382.66,Electronics
2025-01-13,Eve,Newegg,1370.55,Electronics
2025-03-30,Ivan,Steam,37.78,Entertainment
2025-01-18,David,Netflix,75.03,Entertainment
2025-01-12,Heidi,Parking,42.58,Transport
2025-01-31,Judy,Movie Theater,102.83,Entertainment
2025-02-05,Charlie,Spotify,124.18,Entertainment
2025-02-13,Bob,Lyft,28.98,Transport
2025-01-24,Ivan,Train Ticket,90.62,Transport
2025-02-15,Ivan,Grocery Store,19.31,Food
2025-03-27,Ivan,Spotify,64.72,Entertainment
2025-03-24,Grace,Pharmacy,37.13,Health
2025-02-04,Alice,Internet,1676.86,Housing
2025-02-21,Heidi,McDonalds,5.76,Food
2025-03-29,Charlie,Pharmacy,141.21,Health
2025-03-06,Eve,Pharmacy,13.81,Health
2025-01-27,Eve,Whole Foods,129.25,Food
2025-01-14,Judy,Netflix,112.83,Entertainment
2025-03-22,Heidi,Lyft,89.99,Transport
2025-03-22,Frank,Concert Ticket,33.83,Entertainment
2025-02-24,Bob,Gym Membership,23.91,Health
2025-01-24,Charlie,Whole Foods,116.53,Food
2025-01-06,Charlie,Whole Foods,13.36,Food
2025-03-19,Ivan,Gas Station,20.17,Transport
2025-03-27,Eve,Gas Station,42.6,Transport
2025-02-17,Judy,Internet,2375.6,Housing
2025-02-26,Frank,Parking,106.84,Transport
2025-01-29,Frank,Pharmacy,127.6,Health
2025-02-20,Ivan,Home Depot,1139.54,Housing
2025-02-16,Grace,Best Buy,23.42,Electronics
2025-03-03,Judy,Monthly Rent,1685.09,Housing
2025-01-16,Heidi,Grocery Store,27.49,Food
2025-02-12,Ivan,Monthly Rent,2387.22,Housing
2025-03-18,Alice,Grocery Store,79.16,Food
2025-02-06,Ivan,Gas Station,114.7,Transport
2025-02-05,David,Sweetgreen,148.75,Food
2025-01-29,Frank,Utility Bill,2056.63,Housing
2025-01-22,Alice,Gym Membership,64.11,Health
2025-02-04,Alice,Amazon - Headphones,822.75,Electronics
2025-01-09,Alice,Steam,87.42,Entertainment
2025-03-02,Bob,Best Buy,524.16,Electronics
2025-03-19,Heidi,Sweetgreen,8.86,Food
2025-01-06,Grace,Best Buy,826.75,Electronics
2025-02-18,Ivan,Utility Bill,975.06,Housing
2025-01-25,Frank,Chipotle,125.52,Food
2025-02-05,Frank,Spotify,111.07,Entertainment
2025-01-11,Bob,Utility Bill,1329.74,Housing
2025-02-18,Grace,Sweetgreen,103.5,Food
2025-01-14,Eve,Concert Ticket,144.59,Entertainment
2025-01-28,Bob,Home Depot,1211.51,Housing
2025-03-31,Frank,Home Depot,926.54,Housing
2025-01-09,Charlie,Newegg,523.22,Electronics
2025-02-16,Heidi,Whole Foods,91.92,Food
2025-01-16,Frank,Grocery Store,128.07,Food
2025-03-03,Eve,Uber,72.5,Transport
2025-02-24,Charlie,Amazon - Headphones,797.87,Electronics
2025-03-18,Ivan,Apple Store,260.6,Electronics
2025-02-27,Bob,Home Depot,2060.66,Housing
2025-03-24,Bob,Spotify,127.5,Entertainment
2025-03-22,Judy,Amazon - Headphones,781.04,Electronics
2025-01-11,Eve,Starbucks,149.12,Food
2025-03-16,Charlie,Monthly Rent,2262.38,Housing
2025-01-10,David,Pharmacy,66.85,Health
2025-01-27,Grace,Lyft,56.97,Transport
2025-01-15,Charlie,Lyft,144.45,Transport
2025-02-22,David,Gym Membership,144.93,Health
2025-01-27,Eve,Pharmacy,12.96,Health
2025-03-05,Eve,Chipotle,40.26,Food
2025-03-28,Ivan,Grocery Store,60.28,Food
2025-02-09,David,Starbucks,42.15,Food
2025-03-25,Frank,Spotify,42.96,Entertainment
2025-02-01,Ivan,Internet,2106.66,Housing
2025-02-16,Heidi,Pharmacy,133.86,Health
2025-03-19,Heidi,Train Ticket,135.69,Transport
2025-02-04,Ivan,Concert Ticket,144.26,Entertainment
2025-01-31,Bob,Movie Theater,79.62,Entertainment
2025-03-15,Heidi,Monthly Rent,2336.49,Housing
2025-01-09,Bob,Train Ticket,52.27,Transport
2025-03-09,David,Utility Bill,536.09,Housing
2025-03-17,David,Uber,140.39,Transport
2025-03-10,Eve,Gym Membership,33.21,Health
2025-01-20,Frank,Home Depot,2248.9,Housing
2025-03-26,Judy,Spotify,120.52,Entertainment
2025-02-01,Grace,Best Buy,236.47,Electronics
2025-01-05,Grace,Pharmacy,139.44,Health
2025-03-14,David,Amazon - Headphones,779.27,Electronics
2025-02-12,Alice,Grocery Store,91.52,Food
2025-03-17,Judy,Gym Membership,102.22,Health
2025-01-11,Bob,Concert Ticket,78.37,Entertainment
2025-02-15,Charlie,Gym Membership,120.27,Health
2025-03-10,Grace,Internet,1020.74,Housing
2025-03-23,Judy,Steam,139.25,Entertainment
2025-03-30,Judy,Newegg,1180.26,Electronics
2025-03-22,Charlie,Spotify,33.05,Entertainment
2025-01-31,Grace,Home Depot,631.87,Housing
2025-03-09,Charlie,Monthly Rent,2079.88,Housing
2025-02-14,Judy,Home Depot,2350.88,Housing
2025-03-23,Heidi,Chipotle,113.0,Food
2025-01-31,Eve,Starbucks,78.85,Food
2025-01-03,Heidi,Grocery Store,15.22,Food
2025-03-24,Bob,Sweetgreen,99.53,Food
2025-03-31,Eve,Parking,85.0,Transport
2025-03-19,Frank,Spotify,43.54,Entertainment
2025-01-03,Grace,Doctor Visit,69.64,Health
2025-01-17,Bob,Internet,1869.97,Housing
2025-02-01,Charlie,Monthly Rent,2069.36,Housing
2025-01-24,David,Starbucks,8.38,Food
2025-03-21,David,Uber,58.3,Transport
2025-01-30,Eve,Parking,18.81,Transport
2025-01-12,Heidi,Lyft,11.49,Transport
2025-02-26,Frank,McDonalds,130.42,Food
2025-01-05,Frank,Netflix,81.0,Entertainment
2025-01-08,Frank,Parking,136.34,Transport
2025-02-01,Frank,Home Depot,1406.54,Housing
2025-01-03,Frank,Gas Station,106.13,Transport
2025-03-11,Frank,Utility Bill,1396.08,Housing
2025-01-31,Charlie,Lyft,89.75,Transport
2025-03-07,Ivan,Movie Theater,51.7,Entertainment
2025-01-22,Frank,Apple Store,1199.1,Electronics
2025-02-08,David,Apple Store,311.8,Electronics
2025-01-19,Ivan,Best Buy,545.6,Electronics
2025-03-22,Eve,Monthly Rent,2432.11,Housing
2025-03-05,Frank,Monthly Rent,530.58,Housing
2025-03-19,Frank,Grocery Store,121.92,Food
2025-02-28,Grace,Doctor Visit,129.68,Health
2025-03-11,Heidi,Internet,1900.38,Housing
2025-01-21,Ivan,Spotify,71.08,Entertainment
2025-02-14,Grace,Doctor Visit,135.17,Health
2025-03-31,Frank,Gas Station,68.21,Transport
2025-01-16,Grace,Train Ticket,117.4,Transport
2025-02-24,Grace,Spotify,147.24,Entertainment
2025-03-29,Ivan,Movie Theater,36.46,Entertainment
2025-01-30,Bob,Doctor Visit,119.24,Health
2025-03-19,Eve,Pharmacy,14.28,Health
2025-01-24,Bob,Lyft,10.94,Transport
2025-02-14,Alice,Starbucks,124.76,Food
2025-03-01,Judy,Gas Station,9.99,Transport
2025-02-14,David,Spotify,99.14,Entertainment
2025-03-14,Eve,Gym Membership,21.46,Health
2025-02-24,Heidi,Doctor Visit,22.34,Health
2025-03-08,Judy,Movie Theater,32.28,Entertainment
2025-01-18,Ivan,Internet,977.24,Housing
2025-01-17,Alice,Doctor Visit,32.14,Health
2025-01-31,Judy,Parking,99.62,Transport
2025-01-16,Eve,Newegg,853.53,Electronics
2025-02-10,Eve,Best Buy,1054.38,Electronics
2025-02-11,David,Internet,1980.69,Housing
2025-01-10,Eve,Sweetgreen,31.85,Food
2025-03-06,David,Concert Ticket,120.94,Entertainment
2025-02-08,David,Steam,122.7,Entertainment
2025-03-29,David,Pharmacy,49.21,Health
2025-01-16,Judy,Doctor Visit,127.98,Health
2025-01-07,Heidi,Internet,753.18,Housing
2025-03-03,Alice,Pharmacy,31.28,Health
2025-01-10,Bob,Chipotle,96.95,Food
2025-02-15,Bob,Starbucks,141.54,Food
2025-02-05,Grace,Pharmacy,96.8,Health
2025-01-19,Charlie,Netflix,5.09,Entertainment
2025-01-07,Eve,Concert Ticket,133.16,Entertainment
2025-02-08,Heidi,Parking,10.85,Transport
2025-03-07,Grace,Lyft,75.13,Transport
2025-01-08,Frank,Grocery Store,146.11,Food
2025-03-27,Bob,Home Depot,1717.99,Housing
2025-02-10,David,Gas Station,24.52,Transport
2025-03-07,Frank,Starbucks,147.71,Food
2025-02-15,Alice,Gym Membership,16.61,Health
2025-01-19,Alice,Gym Membership,109.13,Health
2025-01-31,Ivan,Amazon - Headphones,753.27,Electronics
2025-01-24,Alice,Grocery Store,28.23,Food
2025-02-02,Eve,Monthly Rent,1556.37,Housing
2025-03-12,Grace,Apple Store,1312.4,Electronics
2025-01-15,Charlie,Best Buy,1387.88,Electronics
2025-02-17,Heidi,Parking,69.92,Transport
2025-01-25,Grace,Home Depot,2246.27,Housing
2025-03-04,Judy,Grocery Store,91.41,Food
2025-03-20,Frank,Netflix,41.38,Entertainment
2025-03-15,Judy,Parking,42.28,Transport
2025-03-02,David,Whole Foods,6.01,Food
2025-03-13,Judy,Sweetgreen,110.05,Food
2025-02-18,Alice,Concert Ticket,57.44,Entertainment
2025-01-22,David,Amazon - Headphones,700.0,Electronics
2025-01-11,Grace,Doctor Visit,102.56,Health
2025-02-09,Frank,Home Depot,2108.14,Housing
2025-03-07,Grace,Apple Store,658.16,Electronics
2025-02-20,Grace,Whole Foods,95.26,Food
2025-02-18,Charlie,Pharmacy,9.61,Health
2025-03-30,Alice,Gym Membership,98.61,Health
2025-02-21,Charlie,Best Buy,973.59,Electronics
2025-01-16,Bob,Lyft,137.97,Transport
2025-02-27,Ivan,Lyft,114.22,Transport
2025-03-27,Bob,Concert Ticket,100.12,Entertainment
2025-01-10,Eve,Pharmacy,51.85,Health
2025-02-17,David,Concert Ticket,114.77,Entertainment
2025-03-25,Ivan,McDonalds,125.58,Food
2025-02-20,Alice,Monthly Rent,1703.3,Housing
2025-03-02,David,Newegg,338.11,Electronics
2025-01-14,Alice,Parking,118.98,Transport
2025-01-01,Grace,Pharmacy,51.39,Health
2025-01-27,Ivan,Concert Ticket,132.0,Entertainment
2025-01-15,Grace,Amazon - Headphones,1042.69,Electronics
2025-03-10,Grace,Grocery Store,14.17,Food
2025-03-28,Ivan,Lyft,122.73,Transport
2025-02-05,Judy,Gym Membership,120.49,Health
2025-02-15,Grace,Internet,1421.26,Housing
2025-03-18,Grace,Pharmacy,84.25,Health
2025-03-09,Alice,Movie Theater,34.57,Entertainment
2025-01-09,Heidi,Utility Bill,803.21,Housing
2025-03-26,Judy,Utility Bill,1128.4,Housing
2025-03-18,Bob,Movie Theater,62.28,Entertainment
2025-01-02,Charlie,Lyft,143.25,Transport
2025-01-06,Heidi,Steam,82.92,Entertainment
2025-02-27,Grace,Netflix,147.07,Entertainment
2025-03-12,Charlie,Pharmacy,43.38,Health
2025-03-05,Ivan,Gym Membership,130.35,Health
2025-03-11,Heidi,Concert Ticket,56.03,Entertainment
2025-01-08,David,Monthly Rent,914.63,Housing
2025-02-08,Charlie,Uber,46.11,Transport
2025-01-23,Grace,Movie Theater,141.22,Entertainment
2025-02-27,Ivan,Sweetgreen,118.72,Food
2025-01-08,Frank,Newegg,840.62,Electronics
2025-03-25,Alice,Movie Theater,125.86,Entertainment
2025-03-12,Ivan,Sweetgreen,101.51,Food
2025-03-06,Bob,Utility Bill,882.51,Housing
2025-03-31,Grace,Doctor Visit,58.23,Health
2025-02-14,Judy,Grocery Store,11.22,Food
2025-02-11,Heidi,Apple Store,333.6,Electronics
2025-02-10,Bob,Doctor Visit,120.33,Health
2025-03-23,Frank,Uber,144.48,Transport
2025-02-28,Alice,Sweetgreen,139.99,Food
2025-02-27,Alice,Amazon - Headphones,1278.19,Electronics
2025-03-11,Grace,Lyft,130.25,Transport
2025-01-01,Bob,Concert Ticket,31.95,Entertainment
2025-03-21,David,Newegg,484.84,Electronics
2025-01-10,Ivan,Whole Foods,147.73,Food
2025-02-13,Charlie,Utility Bill,1041.5,Housing
2025-03-28,Bob,Netflix,75.14,Entertainment
2025-01-10,Frank,Spotify,57.65,Entertainment
2025-01-25,Heidi,Gym Membership,89.89,Health
2025-03-15,Charlie,Netflix,125.63,Entertainment
2025-02-07,Grace,Utility Bill,2236.14,Housing
2025-03-29,Judy,Steam,34.65,Entertainment
2025-03-07,Grace,Whole Foods,99.84,Food
2025-01-18,Alice,Pharmacy,71.46,Health
2025-01-09,David,Lyft,125.55,Transport
2025-02-20,Alice,Grocery Store,69.5,Food
2025-03-07,Grace,Chipotle,99.13,Food
2025-01-17,Judy,Monthly Rent,1154.65,Housing
2025-03-03,Judy,Internet,2187.91,Housing
2025-02-19,Alice,Starbucks,9.59,Food
2025-01-08,Ivan,Gym Membership,53.98,Health
2025-02-26,Ivan,Doctor Visit,50.23,Health
2025-03-05,Frank,Apple Store,1123.48,Electronics
2025-03-12,Judy,Lyft,61.16,Transport
2025-03-03,Grace,Doctor Visit,40.73,Health
2025-01-01,Judy,Movie Theater,121.13,Entertainment
2025-02-21,David,Sweetgreen,143.79,Food
2025-01-02,David,Lyft,12.85,Transport
2025-02-28,Ivan,Gym Membership,76.34,Health
2025-01-10,David,Movie Theater,32.04,Entertainment
2025-01-31,Heidi,Whole Foods,56.35,Food
2025-03-04,Alice,Steam,37.46,Entertainment
2025-01-06,Ivan,Amazon - Headphones,153.23,Electronics
2025-01-09,Heidi,Apple Store,1197.09,Electronics
2025-03-18,Ivan,McDonalds,68.39,Food
2025-03-04,Eve,Apple Store,718.3,Electronics
2025-01-12,Heidi,Internet,510.5,Housing
2025-02-11,Eve,Utility Bill,1124.13,Housing
2025-03-04,Frank,Train Ticket,29.98,Transport
2025-02-06,Frank,Steam,143.39,Entertainment
2025-01-28,Eve,Internet,985.85,Housing
2025-01-29,Eve,Whole Foods,81.08,Food
2025-01-18,Ivan,Netflix,29.38,Entertainment
2025-02-07,Frank,Newegg,94.19,Electronics
2025-03-08,David,Steam,28.29,Entertainment
2025-02-22,Bob,Doctor Visit,105.45,Health
2025-02-08,David,Grocery Store,143.93,Food
2025-02-07,Grace,Train Ticket,71.6,Transport
2025-01-05,Grace,Grocery Store,67.98,Food
2025-01-26,Charlie,Concert Ticket,71.24,Entertainment
2025-02-25,Grace,Lyft,35.79,Transport
2025-02-27,Eve,Doctor Visit,74.6,Health
2025-03-12,Eve,McDonalds,42.52,Food
2025-03-15,Frank,Home Depot,1964.82,Housing
2025-01-18,Ivan,Pharmacy,144.39,Health
2025-02-26,Judy,Parking,49.76,Transport
2025-01-31,Judy,Pharmacy,117.6,Health
2025-03-24,Eve,Train Ticket,35.8,Transport
2025-01-23,Charlie,Gym Membership,8.67,Health
2025-01-17,Frank,Gym Membership,143.98,Health
2025-03-14,David,Pharmacy,77.35,Health
2025-03-13,Eve,Doctor Visit,63.67,Health
2025-02-18,David,Parking,117.6,Transport
2025-03-22,Frank,Lyft,59.83,Transport
2025-02-22,Eve,Steam,7.75,Entertainment
2025-03-21,Ivan,Home Depot,822.16,Housing
2025-01-19,Frank,Concert Ticket,122.12,Entertainment
2025-03-14,Frank,Pharmacy,59.97,Health
2025-03-28,Grace,Home Depot,1543.75,Housing
2025-02-17,Bob,Movie Theater,23.52,Entertainment
2025-02-20,Charlie,Uber,88.51,Transport
2025-02-15,Heidi,Chipotle,46.59,Food
2025-03-14,Heidi,Gym Membership,100.59,Health
2025-03-03,Bob,Netflix,7.71,Entertainment
2025-01-29,Bob,Home Depot,2150.88,Housing
2025-02-16,Grace,Spotify,105.45,Entertainment
2025-03-24,Heidi,Netflix,118.83,Entertainment
2025-02-16,Alice,Doctor Visit,73.38,Health
2025-01-23,David,Newegg,765.1,Electronics
2025-01-18,David,Whole Foods,124.73,Food
2025-03-22,Alice,Amazon - Headphones,50.1,Electronics
2025-01-02,Ivan,Steam,110.6,Entertainment
2025-01-23,Alice,Spotify,94.54,Entertainment
2025-03-03,Grace,Concert Ticket,118.51,Entertainment
2025-01-21,Grace,Parking,44.61,Transport
2025-03-09,Eve,Lyft,19.45,Transport
2025-01-26,Judy,Doctor Visit,122.53,Health
2025-02-20,Judy,Train Ticket,48.3,Transport
2025-01-05,Heidi,Apple Store,1238.71,Electronics
2025-01-21,Charlie,Gym Membership,68.71,Health
2025-03-07,Heidi,Lyft,6.9,Transport
2025-02-05,David,Pharmacy,143.4,Health
2025-03-11,Bob,Train Ticket,67.22,Transport
2025-02-26,Charlie,Newegg,712.9,Electronics
2025-01-10,Bob,Monthly Rent,1859.89,Housing
2025-01-24,Frank,Whole Foods,93.33,Food
2025-03-02,Eve,Newegg,348.11,Electronics
2025-03-02,David,Utility Bill,1556.05,Housing
2025-01-19,Grace,Steam,17.52,Entertainment
2025-03-07,Eve,Newegg,716.47,Electronics
2025-03-15,Heidi,Utility Bill,1313.92,Housing
2025-01-12,Heidi,Amazon - Headphones,1443.92,Electronics
2025-01-13,David,Amazon - Headphones,832.05,Electronics
2025-03-14,Ivan,Uber,58.04,Transport
2025-02-04,Alice,Spotify,33.76,Entertainment
2025-01-30,Ivan,Train Ticket,25.2,Transport
2025-01-15,David,Gym Membership,15.56,Health
2025-03-04,Eve,Utility Bill,915.99,Housing
2025-01-16,David,Train Ticket,143.81,Transport
2025-02-28,Bob,Internet,2239.57,Housing
2025-03-18,Charlie,Monthly Rent,618.59,Housing
2025-03-30,Grace,Lyft,74.29,Transport
2025-02-02,Heidi,Internet,1370.4,Housing
2025-03-27,Judy,Utility Bill,986.71,Housing
2025-03-16,David,Utility Bill,582.23,Housing
2025-01-23,Grace,Netflix,76.25,Entertainment
2025-01-06,Judy,Apple Store,1068.02,Electronics
2025-02-21,Grace,Grocery Store,65.37,Food
2025-03-28,Judy,Netflix,72.77,Entertainment
2025-02-04,David,Gym Membership,20.5,Health
2025-01-29,Eve,Apple Store,1379.72,Electronics
2025-02-23,Alice,Pharmacy,97.8,Health
2025-03-29,Charlie,Spotify,77.37,Entertainment
2025-01-21,Judy,Apple Store,61.31,Electronics
2025-01-09,Grace,Newegg,1466.35,Electronics
2025-03-09,Charlie,Utility Bill,1871.49,Housing
2025-02-09,Judy,Best Buy,766.91,Electronics
2025-02-08,Ivan,Pharmacy,119.34,Health
2025-02-07,Frank,Concert Ticket,45.5,Entertainment
2025-01-31,Eve,Gym Membership,17.94,Health
2025-03-05,Grace,Grocery Store,92.83,Food
2025-01-20,Alice,Concert Ticket,12.39,Entertainment
2025-01-10,David,Concert Ticket,83.94,Entertainment
2025-02-14,Judy,Steam,70.74,Entertainment
2025-01-08,Eve,Lyft,136.33,Transport
2025-01-12,Alice,Home Depot,1035.88,Housing
2025-01-26,Heidi,Apple Store,985.37,Electronics
2025-02-18,David,Netflix,84.43,Entertainment
2025-03-10,Charlie,Steam,126.34,Entertainment
2025-02-15,Ivan,Pharmacy,89.82,Health
2025-01-15,Grace,Grocery Store,30.7,Food
2025-01-16,Grace,Gas Station,135.24,Transport
2025-02-12,David,Starbucks,61.79,Food
2025-01-30,Heidi,Internet,841.99,Housing
2025-03-19,Ivan,Steam,144.3,Entertainment
2025-03-26,Charlie,Best Buy,740.06,Electronics
2025-01-04,Grace,Best Buy,288.37,Electronics
2025-01-02,Ivan,Uber,111.93,Transport
2025-01-10,Grace,Pharmacy,137.99,Health
2025-01-25,Heidi,Internet,1288.3,Housing
2025-02-05,David,Monthly Rent,1879.03,Housing
2025-03-02,Heidi,Apple Store,413.05,Electronics
2025-03-09,David,Apple Store,1319.51,Electronics
2025-01-07,Alice,Movie Theater,55.73,Entertainment
2025-01-22,Bob,Gym Membership,123.26,Health
2025-01-07,Bob,Netflix,85.34,Entertainment
2025-03-10,Alice,Doctor Visit,113.75,Health
2025-01-24,Charlie,Internet,2037.74,Housing
2025-03-04,Bob,Newegg,1499.78,Electronics
2025-01-12,Judy,Newegg,258.72,Electronics
2025-02-22,Alice,Home Depot,659.88,Housing
2025-03-27,Judy,Doctor Visit,99.95,Health
2025-02-01,Grace,Monthly Rent,2121.21,Housing
2025-03-06,Bob,Best Buy,865.84,Electronics
2025-03-07,Frank,Spotify,24.8,Entertainment
2025-03-01,Frank,Starbucks,32.6,Food
2025-01-03,David,Monthly Rent,832.25,Housing
2025-03-01,Bob,Concert Ticket,24.4,Entertainment
2025-02-19,Charlie,Apple Store,653.14,Electronics
2025-02-03,Judy,Parking,52.39,Transport
2025-01-23,Grace,Utility Bill,1844.49,Housing
2025-03-24,Judy,Uber,144.72,Transport
2025-02-03,Frank,Spotify,128.09,Entertainment
2025-02-06,Frank,Sweetgreen,11.49,Food
2025-01-09,David,Parking,30.62,Transport
2025-02-13,Heidi,Newegg,400.3,Electronics
2025-02-04,Ivan,Train Ticket,32.01,Transport
2025-02-15,Judy,Movie Theater,126.64,Entertainment
2025-01-16,Frank,Parking,90.58,Transport
2025-01-25,Heidi,Amazon - Headphones,1146.35,Electronics
2025-03-03,David,Home Depot,682.78,Housing
2025-02-24,Charlie,Home Depot,1740.18,Housing
2025-02-16,Frank,Pharmacy,49.57,Health
2025-01-09,Grace,McDonalds,58.35,Food
